Sample in Buffer,Sample in Window,TRIGGER,design_1_i/axis_data_fifo_0_m_axis_tvalid,design_1_i/sticky_bit_0_signal_out,design_1_i/axis_data_fifo_0_m_axis_tdata[31:0],design_1_i/util_vector_logic_0_Res
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
727,727,0,1,1,fea9001a,1
728,728,0,1,1,ff1e0100,1
729,729,0,1,1,ff3b008a,1
730,730,0,1,1,ff27000d,1
731,731,0,1,1,fee3ff3b,1
732,732,0,1,1,ff2affe3,1
733,733,0,1,1,ff52ff8f,1
734,734,0,1,1,0041ff6d,1
735,735,0,1,1,0016fe5a,1
736,736,0,1,1,ff95fed5,1
737,737,0,1,1,ffd8ff07,1
738,738,0,1,1,008c0008,1
739,739,0,1,1,011affc9,1
740,740,0,1,1,0147ff54,1
741,741,0,1,1,00f2ff72,1
742,742,0,1,1,00ee0068,1
743,743,0,1,1,008e006a,1
744,744,0,1,1,00fc00d0,1
745,745,0,1,1,00bc00ef,1
746,746,0,1,1,006e016e,1
747,747,0,1,1,fff200f0,1
748,748,0,1,1,001c012f,1
749,749,0,1,1,ff3500c3,1
750,750,0,1,1,fee10114,1
751,751,0,1,1,fead00b7,1
752,752,0,1,1,feb80097,1
753,753,0,1,1,fecefffb,1
754,754,0,1,1,fefaffba,1
755,755,0,1,1,fe98ff4d,1
756,756,0,1,1,ff3eff24,1
757,757,0,1,1,ff5bfec6,1
758,758,0,1,1,fffefefc,1
759,759,0,1,1,ffa7fe49,1
760,760,0,1,1,007eff55,1
761,761,0,1,1,00d5ff0e,1
762,762,0,1,1,0158ffc7,1
763,763,0,1,1,011dfef2,1
764,764,0,1,1,00b0002b,1
765,765,0,1,1,00d10060,1
766,766,0,1,1,00dd0189,1
767,767,0,1,1,01360095,1
768,768,0,1,1,007800f3,1
769,769,0,1,1,000b00d0,1
770,770,0,1,1,ff790166,1
771,771,0,1,1,ffea0128,1
772,772,0,1,1,ff1f00b9,1
773,773,0,1,1,ff210068,1
774,774,0,1,1,fe770076,1
775,775,0,1,1,fe8200d0,1
776,776,0,1,1,ff41ff9e,1
777,777,0,1,1,fefdff6f,1
778,778,0,1,1,ff64fede,1
779,779,0,1,1,fe4efe84,1
780,780,0,1,1,ffa1ff55,1
781,781,0,1,1,ffb9feb2,1
782,782,0,1,1,00bfff4d,1
783,783,0,1,1,00dcfdfe,1
784,784,0,1,1,008fff4b,1
785,785,0,1,1,00f5ff2c,1
786,786,0,1,1,01420041,1
787,787,0,1,1,01920002,1
788,788,0,1,1,008b0043,1
789,789,0,1,1,00ef006b,1
790,790,0,1,1,00a1018e,1
791,791,0,1,1,00ae010c,1
792,792,0,1,1,00370025,1
793,793,0,1,1,ffee00b2,1
794,794,0,1,1,ff25016d,1
795,795,0,1,1,ff18015b,1
796,796,0,1,1,ffd800c2,1
797,797,0,1,1,ff5a0061,1
798,798,0,1,1,fe9f0042,1
799,799,0,1,1,fe3eff90,1
800,800,0,1,1,ff2dffc1,1
801,801,0,1,1,ff02ff87,1
802,802,0,1,1,ff53ff47,1
803,803,0,1,1,ff59fe61,1
804,804,0,1,1,0011ff5d,1
805,805,0,1,1,0011fed8,1
806,806,0,1,1,0081ff54,1
807,807,0,1,1,00d9fe89,1
808,808,0,1,1,0080ffa8,1
809,809,0,1,1,00e6ff7a,1
810,810,0,1,1,00d1006e,1
811,811,0,1,1,0137ffdf,1
812,812,0,1,1,00ef0036,1
813,813,0,1,1,00d10053,1
814,814,0,1,1,0021011a,1
815,815,0,1,1,00930074,1
816,816,0,1,1,fff80114,1
817,817,0,1,1,003100c3,1
818,818,0,1,1,ff2a00fd,1
819,819,0,1,1,ffb800c7,1
820,820,0,1,1,ff290036,1
821,821,0,1,1,ff1f00c7,1
822,822,0,1,1,fee10014,1
823,823,0,1,1,fefdffe4,1
824,824,0,1,1,ffa0ff96,1
825,825,0,1,1,feb2ff57,1
826,826,0,1,1,ff3aff6d,1
827,827,0,1,1,ff9cfe9f,1
828,828,0,1,1,0025ff8e,1
829,829,0,1,1,0009fe7a,1
830,830,0,1,1,fff9ff1f,1
831,831,0,1,1,00ccfedd,1
832,832,0,1,1,008bfffa,1
833,833,0,1,1,0163ff53,1
834,834,0,1,1,012fffae,1
835,835,0,1,1,015bff8e,1
836,836,0,1,1,0025003e,1
837,837,0,1,1,00c000d2,1
838,838,0,1,1,0094014b,1
839,839,0,1,1,010200f7,1
840,840,0,1,1,004500aa,1
841,841,0,1,1,ffe900cf,1
842,842,0,1,1,ff3300fc,1
843,843,0,1,1,ffb500fa,1
844,844,0,1,1,ff40005c,1
845,845,0,1,1,fecc006f,1
846,846,0,1,1,fed00059,1
847,847,0,1,1,ff4afffe,1
848,848,0,1,1,ffa5ffa8,1
849,849,0,1,1,ff0ffeb2,1
850,850,0,1,1,fef1feeb,1
851,851,0,1,1,ff8bff1e,1
852,852,0,1,1,ffaaff89,1
853,853,0,1,1,0088fec1,1
854,854,0,1,1,00ebfefa,1
855,855,0,1,1,00d1ff06,1
856,856,0,1,1,007bff5a,1
857,857,0,1,1,012eff9d,1
858,858,0,1,1,01300094,1
859,859,0,1,1,015d0021,1
860,860,0,1,1,00d30074,1
861,861,0,1,1,010c00a3,1
862,862,0,1,1,0068015e,1
863,863,0,1,1,00c700e7,1
864,864,0,1,1,ffef00b2,1
865,865,0,1,1,ffe00106,1
866,866,0,1,1,fedd0142,1
867,867,0,1,1,ff5a0138,1
868,868,0,1,1,ff610091,1
869,869,0,1,1,feec0078,1
870,870,0,1,1,fe9b002c,1
871,871,0,1,1,fee2ffbf,1
872,872,0,1,1,ff43ff9e,1
873,873,0,1,1,ff25fef0,1
874,874,0,1,1,fef7ff1a,1
875,875,0,1,1,ffd6ff11,1
876,876,0,1,1,000bff3f,1
877,877,0,1,1,00adfec0,1
878,878,0,1,1,0075fedb,1
879,879,0,1,1,0091feec,1
880,880,0,1,1,00b4ff81,1
881,881,0,1,1,012effe3,1
882,882,0,1,1,012b007a,1
883,883,0,1,1,016f0004,1
884,884,0,1,1,00e7008e,1
885,885,0,1,1,00cd00c0,1
886,886,0,1,1,ffe9016f,1
887,887,0,1,1,00ae0104,1
888,888,0,1,1,ffc10125,1
889,889,0,1,1,ffa300f6,1
890,890,0,1,1,fec700d2,1
891,891,0,1,1,ff9300e8,1
892,892,0,1,1,feea0052,1
893,893,0,1,1,fef70036,1
894,894,0,1,1,fe64ffc0,1
895,895,0,1,1,ff340002,1
896,896,0,1,1,ff2cff51,1
897,897,0,1,1,ff36ff2b,1
898,898,0,1,1,ff5dfee1,1
899,899,0,1,1,ff9dff1e,1
900,900,0,1,1,002dfeca,1
901,901,0,1,1,003cfebd,1
902,902,0,1,1,007eff3a,1
903,903,0,1,1,00c1ff03,1
904,904,0,1,1,014ffffa,1
905,905,0,1,1,017aff8c,1
906,906,0,1,1,00d60051,1
907,907,0,1,1,01af0017,1
908,908,0,1,1,004600f3,1
909,909,0,1,1,00b8010a,1
910,910,0,1,1,ffb7011d,1
911,911,0,1,1,006001a7,1
912,912,0,1,1,ffa900ce,1
913,913,0,1,1,ffba00ea,1
914,914,0,1,1,ff11006e,1
915,915,0,1,1,ff13007c,1
916,916,0,1,1,fe900021,1
917,917,0,1,1,feb50062,1
918,918,0,1,1,fe9c0024,1
919,919,0,1,1,ffa0ffdc,1
920,920,0,1,1,ff78feac,1
921,921,0,1,1,ff17fe62,1
922,922,0,1,1,fec7fe80,1
923,923,0,1,1,ff9dff28,1
924,924,0,1,1,0088ff01,1
925,925,0,1,1,0115fed1,1
926,926,0,1,1,00f3fed2,1
927,927,0,1,1,0139ff63,1
928,928,0,1,1,016affb4,1
929,929,0,1,1,0142ffea,1
930,930,0,1,1,00e10062,1
931,931,0,1,1,00ca00a1,1
932,932,0,1,1,008d018c,1
933,933,0,1,1,01140149,1
934,934,0,1,1,00100138,1
935,935,0,1,1,00ab00e7,1
936,936,0,1,1,fee900b6,1
937,937,0,1,1,fef50133,1
938,938,0,1,1,fe3c00d5,1
939,939,0,1,1,ff0c011d,1
940,940,0,1,1,ff24ff98,1
941,941,0,1,1,fed7ff9d,1
942,942,0,1,1,fe87fec8,1
943,943,0,1,1,ff01ff49,1
944,944,0,1,1,ff84fef4,1
945,945,0,1,1,ff74fec3,1
946,946,0,1,1,ffdbfe73,1
947,947,0,1,1,004bff0a,1
948,948,0,1,1,011afedc,1
949,949,0,1,1,0118fe71,1
950,950,0,1,1,010cff2b,1
951,951,0,1,1,0134ff8f,1
952,952,0,1,1,011800ab,1
953,953,0,1,1,01bc0087,1
954,954,0,1,1,00e300ea,1
955,955,0,1,1,014d011e,1
956,956,0,1,1,000700f9,1
957,957,0,1,1,00230152,1
958,958,0,1,1,ff41012f,1
959,959,0,1,1,ff650168,1
960,960,0,1,1,ff0600b8,1
961,961,0,1,1,ff1700a8,1
962,962,0,1,1,fe930036,1
963,963,0,1,1,ff1e0016,1
964,964,0,1,1,ff07ff71,1
965,965,0,1,1,ff04ff52,1
966,966,0,1,1,fea3fee2,1
967,967,0,1,1,ff61ff58,1
968,968,0,1,1,ffb3fec6,1
969,969,0,1,1,004afed3,1
970,970,0,1,1,000afe65,1
971,971,0,1,1,00b6ff0e,1
972,972,0,1,1,011dfefc,1
973,973,0,1,1,0102ff47,1
974,974,0,1,1,0112ff9d,1
975,975,0,1,1,01150038,1
976,976,0,1,1,01320094,1
977,977,0,1,1,015b0075,1
978,978,0,1,1,006600ee,1
979,979,0,1,1,00a600f4,1
980,980,0,1,1,0022012a,1
981,981,0,1,1,001e012c,1
982,982,0,1,1,fed400ce,1
983,983,0,1,1,ff800111,1
984,984,0,1,1,ff0600a1,1
985,985,0,1,1,ff700090,1
986,986,0,1,1,fe8eff5b,1
987,987,0,1,1,fef4ffbe,1
988,988,0,1,1,fec8ff46,1
989,989,0,1,1,ff0effbd,1
990,990,0,1,1,ff5cfee8,1
991,991,0,1,1,0001ff20,1
992,992,0,1,1,0009fe97,1
993,993,0,1,1,0025fec1,1
994,994,0,1,1,0049fea2,1
995,995,0,1,1,0105ff71,1
996,996,0,1,1,015aff61,1
997,997,0,1,1,012dff67,1
998,998,0,1,1,00d10004,1
999,999,0,1,1,013600b3,1
1000,1000,0,1,1,011e00b9,1
1001,1001,0,1,1,0153008a,1
1002,1002,0,1,1,fff1007d,1
1003,1003,0,1,1,ffff0155,1
1004,1004,0,1,1,ffa90143,1
1005,1005,0,1,1,002a016a,1
1006,1006,0,1,1,ff400073,1
1007,1007,0,1,1,ff53005a,1
1008,1008,0,1,1,feb9ffed,1
1009,1009,0,1,1,fefa0088,1
1010,1010,0,1,1,fe85ff6b,1
1011,1011,0,1,1,ff98ffee,1
1012,1012,0,1,1,ffaafefe,1
1013,1013,0,1,1,ff5fff36,1
1014,1014,0,1,1,ff83fe62,1
1015,1015,0,1,1,000aff5f,1
1016,1016,0,1,1,0049fee0,1
1017,1017,0,1,1,0053ff53,1
1018,1018,0,1,1,0072fee4,1
1019,1019,0,1,1,00f10008,1
1020,1020,0,1,1,017affd7,1
1021,1021,0,1,1,0114ffad,1
1022,1022,0,1,1,00e5ffdc,1
1023,1023,0,1,1,00c40075,1
1024,1024,0,1,1,ff32fe78,1
1025,1025,0,1,1,fe78ffaf,1
1026,1026,0,1,1,ffb100c7,1
1027,1027,0,1,1,009a0119,1
1028,1028,0,1,1,00d1fe8a,1
1029,1029,0,1,1,ff77fe9d,1
1030,1030,0,1,1,ff6effb8,1
1031,1031,0,1,1,ff6001b6,1
1032,1032,0,1,1,022effe5,1
1033,1033,0,1,1,00cefe69,1
1034,1034,0,1,1,000bff0c,1
1035,1035,0,1,1,fdfb00a7,1
1036,1036,0,1,1,00c0020e,1
1037,1037,0,1,1,018e0045,1
1038,1038,0,1,1,0159ff89,1
1039,1039,0,1,1,fe8afedf,1
1040,1040,0,1,1,fece014c,1
1041,1041,0,1,1,008e00c4,1
1042,1042,0,1,1,00e30080,1
1043,1043,0,1,1,0033fea0,1
1044,1044,0,1,1,fe44ff8f,1
1045,1045,0,1,1,ffab00f3,1
1046,1046,0,1,1,008e00d8,1
1047,1047,0,1,1,011dffce,1
1048,1048,0,1,1,ff6ffe90,1
1049,1049,0,1,1,ff00004b,1
1050,1050,0,1,1,ffb6010d,1
1051,1051,0,1,1,00f501ac,1
1052,1052,0,1,1,00d1fe8a,1
1053,1053,0,1,1,ff0ffef2,1
1054,1054,0,1,1,fee2fffe,1
1055,1055,0,1,1,fe690230,1
1056,1056,0,1,1,0179fffc,1
1057,1057,0,1,1,00b1fe84,1
1058,1058,0,1,1,ff96fed6,1
1059,1059,0,1,1,fd440064,1
1060,1060,0,1,1,00cc010c,1
1061,1061,0,1,1,0182000a,1
1062,1062,0,1,1,0138ff3f,1
1063,1063,0,1,1,fe33fdec,1
1064,1064,0,1,1,ffb10123,1
1065,1065,0,1,1,00d5012e,1
1066,1066,0,1,1,015b008c,1
1067,1067,0,1,1,00f7fde4,1
1068,1068,0,1,1,ff42000d,1
1069,1069,0,1,1,ffab00a7,1
1070,1070,0,1,1,00460106,1
1071,1071,0,1,1,01ae001a,1
1072,1072,0,1,1,ff47ff58,1
1073,1073,0,1,1,ff6700b4,1
1074,1074,0,1,1,ffc200be,1
1075,1075,0,1,1,009d01f7,1
1076,1076,0,1,1,0053fea8,1
1077,1077,0,1,1,feabff70,1
1078,1078,0,1,1,fed30043,1
1079,1079,0,1,1,fe16023d,1
1080,1080,0,1,1,01f8ff74,1
1081,1081,0,1,1,0047fe52,1
1082,1082,0,1,1,ff97fe96,1
1083,1083,0,1,1,fcc3ff39,1
1084,1084,0,1,1,01820170,1
1085,1085,0,1,1,01b8ffb4,1
1086,1086,0,1,1,0122ff5f,1
1087,1087,0,1,1,ff59fda5,1
1088,1088,0,1,1,ffd601ff,1
1089,1089,0,1,1,00fc0143,1
1090,1090,0,1,1,00f5004d,1
1091,1091,0,1,1,00f9feb8,1
1092,1092,0,1,1,fe4d0117,1
1093,1093,0,1,1,ffa201bf,1
1094,1094,0,1,1,00b200ba,1
1095,1095,0,1,1,0171001b,1
1096,1096,0,1,1,fe74fee6,1
1097,1097,0,1,1,fdbc0086,1
1098,1098,0,1,1,ff700151,1
1099,1099,0,1,1,00460206,1
1100,1100,0,1,1,fffffe78,1
1101,1101,0,1,1,feb7fe4c,1
1102,1102,0,1,1,feb6ff81,1
1103,1103,0,1,1,fe1d015d,1
1104,1104,0,1,1,01d7ff46,1
1105,1105,0,1,1,00c3fe17,1
1106,1106,0,1,1,0039feb5,1
1107,1107,0,1,1,fdbbff83,1
1108,1108,0,1,1,015c01a7,1
1109,1109,0,1,1,01ed0001,1
1110,1110,0,1,1,015bff83,1
1111,1111,0,1,1,ff28fdc0,1
1112,1112,0,1,1,ff520181,1
1113,1113,0,1,1,0089013f,1
1114,1114,0,1,1,013a00a6,1
1115,1115,0,1,1,011dfe97,1
1116,1116,0,1,1,fe6e001d,1
1117,1117,0,1,1,ff300119,1
1118,1118,0,1,1,0075013f,1
1119,1119,0,1,1,01500089,1
1120,1120,0,1,1,ff27fee7,1
1121,1121,0,1,1,feabffe2,1
1122,1122,0,1,1,ff960104,1
1123,1123,0,1,1,00080150,1
1124,1124,0,1,1,00bbfe11,1
1125,1125,0,1,1,ff5afe54,1
1126,1126,0,1,1,fefaffca,1
1127,1127,0,1,1,fe090111,1
1128,1128,0,1,1,01f80014,1
1129,1129,0,1,1,0123fec7,1
1130,1130,0,1,1,ffeaff69,1
1131,1131,0,1,1,fe54ff34,1
1132,1132,0,1,1,010f0191,1
1133,1133,0,1,1,01a10090,1
1134,1134,0,1,1,0101ffe8,1
1135,1135,0,1,1,ff9bfe49,1
1136,1136,0,1,1,ff9e0169,1
1137,1137,0,1,1,0018011b,1
1138,1138,0,1,1,0048009d,1
1139,1139,0,1,1,0059ff0e,1
1140,1140,0,1,1,feda0037,1
1141,1141,0,1,1,ff4500a7,1
1142,1142,0,1,1,000f00e8,1
1143,1143,0,1,1,0122ffca,1
1144,1144,0,1,1,ffc0ffa0,1
1145,1145,0,1,1,ffacffff,1
1146,1146,0,1,1,ff8100a7,1
1147,1147,0,1,1,004a00d8,1
1148,1148,0,1,1,0084ff6d,1
1149,1149,0,1,1,ff6fff97,1
1150,1150,0,1,1,ff0dffc3,1
1151,1151,0,1,1,fead00a1,1
1152,1152,0,1,1,00f90017,1
1153,1153,0,1,1,fff0ff8d,1
1154,1154,0,1,1,ffd7ff8d,1
1155,1155,0,1,1,fefcff9e,1
1156,1156,0,1,1,00b00179,1
1157,1157,0,1,1,0047ffa8,1
1158,1158,0,1,1,ffecff83,1
1159,1159,0,1,1,fedafee8,1
1160,1160,0,1,1,feee0121,1
1161,1161,0,1,1,003ffff1,1
1162,1162,0,1,1,007bff37,1
1163,1163,0,1,1,0028fe52,1
1164,1164,0,1,1,fef2fffb,1
1165,1165,0,1,1,0046005b,1
1166,1166,0,1,1,0135ffec,1
1167,1167,0,1,1,0172ff59,1
1168,1168,0,1,1,ff79ffa9,1
1169,1169,0,1,1,ffb40084,1
1170,1170,0,1,1,00ce0101,1
1171,1171,0,1,1,011200ca,1
1172,1172,0,1,1,ffadff54,1
1173,1173,0,1,1,ff09ff9e,1
1174,1174,0,1,1,ff5d010b,1
1175,1175,0,1,1,ffce019a,1
1176,1176,0,1,1,0099ff93,1
1177,1177,0,1,1,fff0feef,1
1178,1178,0,1,1,ff2bffe0,1
1179,1179,0,1,1,fe2100ad,1
1180,1180,0,1,1,008d0001,1
1181,1181,0,1,1,0073ff26,1
1182,1182,0,1,1,ffcbfef8,1
1183,1183,0,1,1,fdcbfec9,1
1184,1184,0,1,1,00a3006f,1
1185,1185,0,1,1,014aff7c,1
1186,1186,0,1,1,0145ff08,1
1187,1187,0,1,1,ffeffd62,1
1188,1188,0,1,1,ffd30148,1
1189,1189,0,1,1,01570156,1
1190,1190,0,1,1,0207010a,1
1191,1191,0,1,1,021dff2a,1
1192,1192,0,1,1,fee30029,1
1193,1193,0,1,1,ff50017f,1
1194,1194,0,1,1,0029022e,1
1195,1195,0,1,1,014b0179,1
1196,1196,0,1,1,ff67ff24,1
1197,1197,0,1,1,fe84004c,1
1198,1198,0,1,1,fe910149,1
1199,1199,0,1,1,fef6022b,1
1200,1200,0,1,1,00b9ff13,1
1201,1201,0,1,1,fee8fe5c,1
1202,1202,0,1,1,fe56ff6c,1
1203,1203,0,1,1,fd36fff8,1
1204,1204,0,1,1,01b30068,1
1205,1205,0,1,1,0156fe23,1
1206,1206,0,1,1,ffd7fe1d,1
1207,1207,0,1,1,fdf6fdd5,1
1208,1208,0,1,1,00100199,1
1209,1209,0,1,1,01f000b5,1
1210,1210,0,1,1,01d3ff37,1
1211,1211,0,1,1,0026fd49,1
1212,1212,0,1,1,ff27010c,1
1213,1213,0,1,1,0074020a,1
1214,1214,0,1,1,01f8019e,1
1215,1215,0,1,1,0261fecd,1
1216,1216,0,1,1,fe8f006a,1
1217,1217,0,1,1,fe410145,1
1218,1218,0,1,1,ff61026e,1
1219,1219,0,1,1,01580182,1
1220,1220,0,1,1,fef9fec9,1
1221,1221,0,1,1,fe22fecb,1
1222,1222,0,1,1,fdeb009f,1
1223,1223,0,1,1,fede01b8,1
1224,1224,0,1,1,00d2fed2,1
1225,1225,0,1,1,0022fe2a,1
1226,1226,0,1,1,fecbfebc,1
1227,1227,0,1,1,fd6cffe0,1
1228,1228,0,1,1,01620047,1
1229,1229,0,1,1,0189fed4,1
1230,1230,0,1,1,00d5fdff,1
1231,1231,0,1,1,fe15fcf6,1
1232,1232,0,1,1,00550128,1
1233,1233,0,1,1,01c80098,1
1234,1234,0,1,1,0223002c,1
1235,1235,0,1,1,0197fd23,1
1236,1236,0,1,1,ff340150,1
1237,1237,0,1,1,00620197,1
1238,1238,0,1,1,010201cc,1
1239,1239,0,1,1,02e3ffb9,1
1240,1240,0,1,1,fe72ffe9,1
1241,1241,0,1,1,fefd00f9,1
1242,1242,0,1,1,ff8801a7,1
1243,1243,0,1,1,011b01d1,1
1244,1244,0,1,1,ff57fed3,1
1245,1245,0,1,1,fe89ff7b,1
1246,1246,0,1,1,fe4b00ec,1
1247,1247,0,1,1,ff1501e7,1
1248,1248,0,1,1,00d3fef4,1
1249,1249,0,1,1,fffdfe5b,1
1250,1250,0,1,1,feabfef8,1
1251,1251,0,1,1,fd8affb0,1
1252,1252,0,1,1,016f003d,1
1253,1253,0,1,1,0181ff09,1
1254,1254,0,1,1,0078fe71,1
1255,1255,0,1,1,fecbfd94,1
1256,1256,0,1,1,0072018b,1
1257,1257,0,1,1,019300cd,1
1258,1258,0,1,1,01ebffd9,1
1259,1259,0,1,1,0130fd9f,1
1260,1260,0,1,1,fef50137,1
1261,1261,0,1,1,005201a0,1
1262,1262,0,1,1,012e0198,1
1263,1263,0,1,1,0231ffb3,1
1264,1264,0,1,1,fe79fff6,1
1265,1265,0,1,1,fed90111,1
1266,1266,0,1,1,ff780225,1
1267,1267,0,1,1,016801b2,1
1268,1268,0,1,1,feb0fea9,1
1269,1269,0,1,1,fe8bff92,1
1270,1270,0,1,1,fdd600a8,1
1271,1271,0,1,1,fec80251,1
1272,1272,0,1,1,00ecfe0c,1
1273,1273,0,1,1,ffacfe59,1
1274,1274,0,1,1,fec6fecd,1
1275,1275,0,1,1,fce1ff92,1
1276,1276,0,1,1,02170042,1
1277,1277,0,1,1,018efed2,1
1278,1278,0,1,1,0078fe9a,1
1279,1279,0,1,1,fe99fcf8,1
1280,1280,0,1,1,006d01a4,1
1281,1281,0,1,1,01a300b3,1
1282,1282,0,1,1,01c5ffe0,1
1283,1283,0,1,1,01ccfd21,1
1284,1284,0,1,1,ff3400fe,1
1285,1285,0,1,1,00b601a7,1
1286,1286,0,1,1,0134019c,1
1287,1287,0,1,1,02c0000b,1
1288,1288,0,1,1,fe8fffe9,1
1289,1289,0,1,1,fea901c0,1
1290,1290,0,1,1,ff17024c,1
1291,1291,0,1,1,00c80238,1
1292,1292,0,1,1,ff7efebf,1
1293,1293,0,1,1,fe0bff5b,1
1294,1294,0,1,1,fdba0093,1
1295,1295,0,1,1,fe35010d,1
1296,1296,0,1,1,0125ff22,1
1297,1297,0,1,1,0005fe1a,1
1298,1298,0,1,1,fe9bfe82,1
1299,1299,0,1,1,fe16fef0,1
1300,1300,0,1,1,01b2009e,1
1301,1301,0,1,1,01b9ff19,1
1302,1302,0,1,1,00b8fe1b,1
1303,1303,0,1,1,ff73fd4f,1
1304,1304,0,1,1,005601bc,1
1305,1305,0,1,1,0182011c,1
1306,1306,0,1,1,01f4003f,1
1307,1307,0,1,1,01c5fdd3,1
1308,1308,0,1,1,feeb016c,1
1309,1309,0,1,1,ffed01aa,1
1310,1310,0,1,1,008401e4,1
1311,1311,0,1,1,0250002d,1
1312,1312,0,1,1,fe23fff9,1
1313,1313,0,1,1,fe7100f2,1
1314,1314,0,1,1,fec30188,1
1315,1315,0,1,1,00820190,1
1316,1316,0,1,1,ff01fe69,1
1317,1317,0,1,1,fe82ff28,1
1318,1318,0,1,1,fe59fff4,1
1319,1319,0,1,1,fef100eb,1
1320,1320,0,1,1,00fcfeb2,1
1321,1321,0,1,1,fff8fe4d,1
1322,1322,0,1,1,ff24ff17,1
1323,1323,0,1,1,fe4aff51,1
1324,1324,0,1,1,015500ae,1
1325,1325,0,1,1,01d2ff38,1
1326,1326,0,1,1,001cfece,1
1327,1327,0,1,1,ffd1fde2,1
1328,1328,0,1,1,0030019a,1
1329,1329,0,1,1,014b0155,1
1330,1330,0,1,1,0166ffbf,1
1331,1331,0,1,1,0153fde6,1
1332,1332,0,1,1,feb300c1,1
1333,1333,0,1,1,ff9d013c,1
1334,1334,0,1,1,008c00e3,1
1335,1335,0,1,1,0217ffb9,1
1336,1336,0,1,1,fea2ffb8,1
1337,1337,0,1,1,fe9a007b,1
1338,1338,0,1,1,ffc20192,1
1339,1339,0,1,1,015e010a,1
1340,1340,0,1,1,ff1dfe6b,1
1341,1341,0,1,1,ff2efeea,1
1342,1342,0,1,1,fe5b005f,1
1343,1343,0,1,1,ffa50184,1
1344,1344,0,1,1,0163fe6e,1
1345,1345,0,1,1,007efeba,1
1346,1346,0,1,1,fefcfef5,1
1347,1347,0,1,1,fe39ffd7,1
1348,1348,0,1,1,01650098,1
1349,1349,0,1,1,0132003d,1
1350,1350,0,1,1,005cff18,1
1351,1351,0,1,1,ff64fe4c,1
1352,1352,0,1,1,007f0158,1
1353,1353,0,1,1,008f0093,1
1354,1354,0,1,1,0100ffcf,1
1355,1355,0,1,1,016dfdc3,1
1356,1356,0,1,1,ff720118,1
1357,1357,0,1,1,008200ca,1
1358,1358,0,1,1,00bb00d8,1
1359,1359,0,1,1,024d001d,1
1360,1360,0,1,1,fe650004,1
1361,1361,0,1,1,fef80118,1
1362,1362,0,1,1,ff56019e,1
1363,1363,0,1,1,00c601c5,1
1364,1364,0,1,1,ffaafee7,1
1365,1365,0,1,1,ff00ffdd,1
1366,1366,0,1,1,fed60057,1
1367,1367,0,1,1,ff3400a7,1
1368,1368,0,1,1,0112ff69,1
1369,1369,0,1,1,ff9efebf,1
1370,1370,0,1,1,fe60ff40,1
1371,1371,0,1,1,fec1ff6c,1
1372,1372,0,1,1,009a008b,1
1373,1373,0,1,1,009fff98,1
1374,1374,0,1,1,ffd1fe70,1
1375,1375,0,1,1,ffaefe7a,1
1376,1376,0,1,1,008f0104,1
1377,1377,0,1,1,00e40028,1
1378,1378,0,1,1,0183ff60,1
1379,1379,0,1,1,015efe48,1
1380,1380,0,1,1,ff80015c,1
1381,1381,0,1,1,001100cd,1
1382,1382,0,1,1,00c400d0,1
1383,1383,0,1,1,01acffd8,1
1384,1384,0,1,1,fe18008a,1
1385,1385,0,1,1,ff4d00be,1
1386,1386,0,1,1,ff97016b,1
1387,1387,0,1,1,016700cf,1
1388,1388,0,1,1,fed4ff22,1
1389,1389,0,1,1,ff12ffc5,1
1390,1390,0,1,1,feb50074,1
1391,1391,0,1,1,fffd0136,1
1392,1392,0,1,1,ffc1fe78,1
1393,1393,0,1,1,ff3efed7,1
1394,1394,0,1,1,fe9efef4,1
1395,1395,0,1,1,febd000e,1
1396,1396,0,1,1,0157ff8c,1
1397,1397,0,1,1,00b4fea8,1
1398,1398,0,1,1,0082fea0,1
1399,1399,0,1,1,ffd4fe56,1
1400,1400,0,1,1,00b3017d,1
1401,1401,0,1,1,0188ffb2,1
1402,1402,0,1,1,0110ffc5,1
1403,1403,0,1,1,0181fed1,1
1404,1404,0,1,1,ff1a0137,1
1405,1405,0,1,1,012f00fe,1
1406,1406,0,1,1,00e800bb,1
1407,1407,0,1,1,01b30019,1
1408,1408,0,1,1,fe0d003b,1
1409,1409,0,1,1,ff8501d8,1
1410,1410,0,1,1,ffe901a4,1
1411,1411,0,1,1,01340130,1
1412,1412,0,1,1,fe94fe4a,1
1413,1413,0,1,1,fe24ff94,1
1414,1414,0,1,1,fe5c00be,1
1415,1415,0,1,1,ffa70112,1
1416,1416,0,1,1,00c8fe09,1
1417,1417,0,1,1,0017fe52,1
1418,1418,0,1,1,fed1ff3b,1
1419,1419,0,1,1,ff620064,1
1420,1420,0,1,1,018affbb,1
1421,1421,0,1,1,0131ff38,1
1422,1422,0,1,1,ff73febc,1
1423,1423,0,1,1,ff28ff45,1
1424,1424,0,1,1,01580111,1
1425,1425,0,1,1,01fe0049,1
1426,1426,0,1,1,012bfee7,1
1427,1427,0,1,1,003efe49,1
1428,1428,0,1,1,ff390226,1
1429,1429,0,1,1,0099024e,1
1430,1430,0,1,1,01060168,1
1431,1431,0,1,1,01faff6e,1
1432,1432,0,1,1,fd7effa4,1
1433,1433,0,1,1,fe390106,1
1434,1434,0,1,1,fec20127,1
1435,1435,0,1,1,011d00ff,1
